File ID,Topics
220,[10]
221,"[10, 11]"
222,"[10, 11]"
223,[11]
224,[9]
225,"[9, 11]"
226,"[10, 11]"
227,"[10, 11]"
228,"[2, 4]"
229,[]
230,"[10, 11]"
231,"[10, 11]"
232,[11]
233,"[2, 9]"
234,"[4, 6]"
236,[11]
237,[10]
238,"[10, 11]"
239,"[2, 9]"
240,"[10, 11]"
241,[2]
242,"[2, 9]"
243,"[2, 11]"
244,[11]
245,"[1, 2]"
246,"[10, 11]"
247,"[10, 11]"
248,"[3, 11]"
249,"[10, 11]"
250,[11]
251,[10]
252,[2]
253,"[2, 6]"
254,"[4, 11]"
255,"[2, 5]"
257,"[10, 11]"
258,"[2, 9]"
259,[10]
260,"[10, 11]"
261,"[2, 10]"
263,"[5, 11]"
264,"[3, 5]"
265,"[2, 3]"
266,"[10, 11]"
267,"[10, 11]"
270,"[5, 11]"
271,[3]
272,"[6, 10]"
273,"[10, 11]"
274,[3]
275,"[2, 6]"
276,"[5, 6]"
277,"[5, 9]"
278,[11]
279,"[10, 11]"
281,"[3, 6]"
282,"[10, 11]"
283,"[4, 6]"
284,[3]
285,"[3, 4]"
286,[6]
287,[]
288,[10]
289,[10]
290,"[2, 3]"
291,[11]
292,"[6, 10]"
293,"[3, 6]"
294,"[10, 11]"
295,[5]
296,"[2, 4]"
297,"[10, 11]"
298,"[5, 11]"
299,"[2, 10]"
300,[11]
301,[10]
302,[2]
303,"[10, 11]"
304,"[9, 10]"
305,"[6, 10]"
306,[10]
308,[10]
309,"[5, 11]"
311,[11]
312,[]
313,"[5, 11]"
314,[10]
315,"[3, 10]"
316,"[3, 4]"
318,[5]
319,"[10, 11]"
320,[10]
321,"[6, 10]"
322,"[5, 11]"
323,"[10, 11]"
324,[2]
325,"[5, 10]"
326,[2]
329,"[2, 5]"
330,"[5, 6, 10]"
333,[10]
334,"[2, 3]"
335,"[2, 10]"
336,"[10, 11]"
337,[2]
338,"[2, 5, 11]"
339,"[2, 5]"
340,"[2, 3]"
342,[6]
343,"[2, 10]"
344,"[10, 11]"
345,"[3, 5]"
346,[2]
348,"[2, 11]"
349,"[10, 11]"
350,"[3, 5]"
351,"[2, 5]"
352,[6]
353,[2]
354,[10]
355,"[5, 10]"
356,"[5, 11]"
357,[6]
358,"[3, 10]"
359,[6]
360,[]
361,"[3, 5]"
362,[11]
363,"[2, 5]"
364,"[10, 11]"
365,"[6, 11]"
366,"[5, 9]"
367,[6]
368,[2]
369,"[2, 3]"
370,[2]
371,"[2, 3]"
373,"[10, 11]"
374,"[9, 11]"
375,[11]
376,"[10, 11]"
377,[9]
378,"[2, 10]"
379,[10]
380,"[10, 11]"
381,"[2, 10]"
382,[5]
383,"[2, 3]"
384,[6]
389,"[2, 5]"
392,[6]
394,"[2, 6]"
395,[2]
396,"[5, 10]"
397,[10]
398,"[4, 6]"
399,[3]
400,[2]
401,[10]
402,"[5, 11]"
403,"[3, 6]"
404,"[10, 11]"
405,[10]
407,[2]
408,"[10, 11]"
409,"[3, 9]"
411,"[4, 6]"
412,[6]
413,[5]
414,[2]
415,"[10, 11]"
417,[10]
418,"[5, 10]"
419,[10]
420,"[10, 11]"
421,"[10, 11]"
422,"[2, 10]"
423,[2]
424,[10]
425,[11]
426,"[2, 9]"
427,"[10, 11]"
428,"[10, 11]"
429,"[3, 5]"
430,"[2, 3]"
431,[3]
432,[10]
433,[2]
434,"[10, 11]"
435,"[10, 11]"
436,[6]
437,[4]
438,[6]
439,"[3, 5]"
441,[2]
442,"[10, 11]"
443,[2]
444,"[10, 11]"
445,"[2, 3]"
446,"[3, 5]"
447,"[10, 11]"
449,"[6, 10]"
450,"[3, 5]"
452,"[2, 3]"
453,"[6, 10]"
454,"[2, 4]"
455,[3]
456,"[5, 11]"
457,[11]
458,"[10, 11]"
459,"[5, 10]"
460,"[5, 11]"
461,"[10, 11]"
462,[10]
463,"[2, 10]"
464,[]
465,"[4, 6]"
466,[6]
467,"[3, 5]"
468,[5]
469,"[2, 4]"
470,"[2, 10]"
471,[]
472,[10]
473,[10]
474,[11]
475,[5]
476,"[10, 11]"
477,"[1, 2]"
478,"[2, 9]"
479,[4]
480,"[1, 9]"
481,[2]
482,[10]
483,[2]
484,"[2, 5]"
485,[10]
486,"[5, 10]"
487,[9]
488,[5]
489,"[10, 11]"
490,[10]
491,"[5, 10]"
492,[10]
493,[11]
494,[2]
495,"[4, 6]"
496,"[4, 6]"
497,"[5, 11]"
498,"[4, 6]"
499,"[10, 11]"
500,[4]
501,"[2, 3]"
502,"[2, 4]"
503,[6]
504,"[1, 2]"
505,"[2, 9]"
506,"[5, 11]"
507,[10]
508,"[4, 6]"
509,[10]
510,[10]
511,"[3, 5]"
512,[2]
513,"[3, 6]"
514,"[4, 11]"
515,"[9, 10]"
517,[4]
518,"[2, 6]"
519,"[9, 11]"
520,[5]
521,[10]
522,"[6, 11]"
523,"[2, 10]"
524,[3]
525,"[2, 5]"
526,"[2, 5]"
527,"[2, 5]"
528,"[5, 10]"
529,[2]
530,"[10, 11]"
531,"[3, 4]"
532,"[2, 3]"
533,[10]
534,"[2, 4]"
535,[2]
536,"[10, 11]"
537,"[5, 10]"
538,"[2, 5]"
539,"[2, 6]"
541,"[6, 11]"
542,"[2, 5]"
543,"[5, 6]"
544,"[6, 11]"
545,"[5, 11]"
549,[4]
550,[5]
551,[6]
552,[5]
553,"[2, 5]"
554,"[5, 6]"
555,[2]
556,"[2, 5]"
557,"[10, 11]"
559,"[2, 3]"
560,[3]
561,"[5, 10]"
562,"[9, 10]"
563,"[6, 11]"
564,"[2, 10]"
565,[6]
566,"[5, 6]"
567,[3]
568,[6]
569,[2]
570,[2]
571,"[1, 2]"
572,"[4, 10]"
573,"[2, 10, 11]"
574,"[4, 10, 11]"
575,"[4, 11]"
576,"[2, 3]"
577,[10]
578,"[2, 6]"
579,[6]
580,[2]
581,"[2, 4]"
582,[6]
583,"[2, 4]"
584,"[2, 3]"
585,"[5, 11]"
586,[5]
587,"[10, 11]"
588,"[4, 5]"
589,"[5, 11]"
590,[3]
591,"[2, 11]"
592,[6]
594,[6]
595,"[3, 6]"
596,[2]
597,"[10, 11]"
598,"[2, 10]"
599,[5]
600,"[2, 10]"
603,"[6, 10]"
604,[4]
605,"[2, 10]"
606,"[5, 11]"
607,[6]
608,"[10, 11]"
609,[9]
610,"[5, 10]"
611,"[6, 10]"
612,"[2, 3]"
613,"[5, 6]"
614,"[2, 11]"
615,[2]
616,[5]
617,"[10, 11]"
618,[2]
619,"[2, 9]"
620,"[6, 11]"
622,"[2, 3]"
623,"[1, 10]"
624,"[5, 11]"
625,[10]
626,"[2, 11]"
627,"[7, 10]"
628,[10]
630,"[4, 11]"
631,[]
632,[6]
633,"[10, 11]"
634,[2]
636,"[4, 10]"
637,"[2, 11]"
638,"[5, 11]"
639,"[7, 10]"
640,"[10, 11]"
641,"[3, 6]"
642,"[10, 11]"
643,"[2, 11]"
644,[2]
645,[3]
646,"[10, 11]"
647,[3]
648,[10]
649,[10]
652,[11]
653,[10]
654,"[10, 11]"
655,[5]
657,[4]
658,[6]
659,[10]
660,"[5, 10]"
661,"[5, 11]"
662,[1]
663,"[2, 3]"
664,"[5, 6]"
665,"[5, 10]"
666,"[5, 6]"
668,"[4, 6]"
669,"[2, 9]"
670,"[5, 6]"
671,"[5, 10]"
672,[2]
673,[2]
674,"[6, 9]"
675,"[5, 11]"
676,"[4, 6]"
677,[6]
678,"[4, 6]"
679,[3]
680,"[4, 6]"
681,"[6, 11]"
682,"[2, 5]"
683,[9]
684,"[1, 9]"
686,[5]
687,"[10, 11]"
688,"[2, 3]"
689,"[2, 3]"
690,[10]
691,"[10, 11]"
692,"[2, 3]"
693,"[4, 6]"
694,"[4, 6]"
695,[5]
696,[11]
697,"[5, 11]"
698,"[5, 10]"
699,[2]
700,[6]
701,"[10, 11]"
702,"[4, 6]"
703,"[6, 10]"
704,"[4, 10]"
705,"[6, 10]"
706,"[2, 3]"
707,"[2, 4]"
708,[10]
709,"[2, 10]"
710,"[9, 10]"
711,"[3, 4]"
712,"[5, 11]"
713,[5]
714,"[5, 10]"
716,"[2, 3]"
718,[2]
719,"[8, 10]"
720,[]
721,"[5, 11]"
722,[6]
723,"[2, 5, 11]"
724,"[10, 11]"
725,[3]
726,"[4, 10]"
727,[4]
728,"[2, 5]"
729,[10]
730,"[2, 11]"
731,[2]
732,[8]
733,"[5, 11]"
734,"[10, 11]"
735,"[4, 6]"
736,"[2, 3]"
739,"[4, 5]"
740,[9]
741,"[9, 11]"
742,"[3, 9]"
743,"[2, 9]"
744,"[6, 11]"
745,"[3, 5]"
746,[2]
747,[5]
749,"[2, 9]"
750,"[5, 11]"
751,[5]
752,[10]
753,"[4, 5, 10]"
754,"[2, 3]"
755,"[10, 11]"
756,[5]
757,"[4, 5]"
758,"[2, 3]"
759,[2]
760,"[5, 6]"
762,[2]
763,"[2, 10]"
764,"[10, 11]"
765,[5]
767,"[2, 5]"
768,"[10, 11]"
769,[5]
770,[10]
771,[10]
772,"[4, 10]"
774,[10]
778,[10]
779,[10]
780,[10]
781,[9]
782,"[1, 9]"
783,[1]
786,"[1, 2]"
788,"[2, 5]"
789,"[5, 7]"
790,[4]
791,"[2, 3]"
792,[5]
794,[6]
795,"[8, 9, 10]"
796,"[2, 5]"
797,"[2, 3]"
799,"[6, 11]"
800,"[2, 9]"
801,[5]
802,"[2, 4]"
803,[2]
804,"[2, 9]"
805,"[5, 11]"
806,[]
807,[10]
808,[11]
809,[11]
810,"[2, 5]"
811,[3]
812,"[4, 6]"
813,"[5, 11]"
814,[5]
815,[5]
816,[10]
817,[2]
818,[2]
819,"[4, 10]"
820,[6]
821,"[2, 10]"
822,[3]
823,"[2, 5]"
824,"[2, 10]"
825,[4]
826,"[2, 3]"
827,[10]
828,"[10, 11]"
829,"[2, 3]"
830,[]
831,[5]
832,"[6, 11]"
833,"[1, 10]"
834,[2]
835,[5]
836,"[4, 10]"
837,"[4, 11]"
838,[5]
839,[2]
840,"[2, 5]"
841,"[5, 9]"
842,"[5, 10]"
843,"[5, 11]"
844,[5]
845,[2]
846,[2]
847,"[2, 6]"
848,"[2, 10]"
849,"[5, 11]"
850,"[10, 11]"
852,[2]
853,"[10, 11]"
854,"[2, 5]"
855,"[4, 6]"
857,[2]
858,"[2, 5]"
859,[6]
860,"[4, 6, 8]"
861,[3]
862,"[2, 5]"
863,"[2, 4]"
864,"[2, 9]"
865,"[4, 6]"
866,"[4, 9]"
867,[2]
868,"[2, 4]"
869,"[6, 10]"
870,[5]
871,[5]
872,"[5, 11]"
873,"[2, 4]"
874,"[5, 11]"
875,"[4, 10]"
876,[4]
877,[10]
878,[9]
879,[]
880,"[10, 11]"
881,"[5, 10]"
882,"[2, 10]"
883,"[4, 6]"
884,"[4, 6]"
885,[10]
886,"[2, 4, 5]"
887,[4]
888,[10]
889,[5]
890,"[5, 10]"
891,"[2, 4]"
892,"[2, 3]"
893,[11]
894,"[6, 10]"
895,"[2, 3]"
896,[6]
897,"[2, 3]"
898,[2]
899,[2]
900,"[4, 5]"
901,[5]
902,[2]
903,[9]
904,[2]
905,[5]
906,"[2, 3]"
907,[2]
908,"[5, 10]"
909,[2]
910,"[5, 9, 11]"
911,"[5, 10]"
912,"[2, 5]"
913,"[4, 5]"
914,"[2, 3]"
915,[10]
916,[3]
918,"[2, 3]"
919,[2]
920,"[5, 6]"
921,[6]
922,"[3, 5]"
923,"[3, 5]"
924,[9]
925,"[5, 10]"
926,"[5, 11]"
927,"[5, 10]"
928,"[2, 6]"
929,[5]
931,[10]
932,"[4, 5]"
933,[5]
934,"[2, 5]"
936,[10]
937,"[2, 5]"
938,"[2, 3]"
940,[11]
941,[2]
942,"[5, 9]"
943,"[4, 6]"
944,[6]
945,[6]
946,"[5, 10]"
947,"[5, 9]"
948,[10]
949,"[2, 11]"
950,"[5, 9]"
951,"[5, 11]"
952,"[5, 11]"
953,[5]
954,"[5, 11]"
955,"[2, 3]"
956,"[3, 5]"
959,"[2, 5]"
960,[6]
961,"[6, 10]"
962,"[6, 10]"
963,"[5, 11]"
964,[10]
965,"[2, 3]"
966,[5]
967,[5]
968,"[2, 8]"
969,[6]
970,"[2, 4]"
971,[8]
972,"[5, 10]"
973,"[2, 9]"
974,"[5, 6]"
976,[10]
977,[10]
978,"[5, 8, 11]"
979,[5]
980,[10]
981,"[4, 10]"
982,[4]
983,"[4, 11]"
984,[6]
985,[11]
986,[10]
988,[10]
989,"[6, 10]"
990,"[5, 11]"
991,[9]
993,"[10, 11]"
994,[8]
996,[5]
997,"[5, 11]"
998,[10]
999,"[4, 5]"
1000,"[6, 11]"
1001,"[2, 5]"
1002,[5]
1003,[10]
1004,"[2, 8]"
1005,[2]
1006,"[10, 11]"
1007,[2]
1008,"[5, 11]"
1009,[8]
1010,"[2, 10]"
1011,[9]
1012,[4]
1013,"[6, 10]"
1014,"[2, 4]"
1015,"[5, 10]"
1016,"[2, 4]"
1017,"[6, 10]"
1018,"[3, 5]"
1019,"[10, 11]"
1020,"[2, 5]"
1021,[2]
1023,[10]
1024,[8]
1025,"[4, 10]"
1026,[11]
1027,[10]
1028,[4]
1029,[11]
1030,"[6, 11]"
1031,"[1, 9]"
1032,"[6, 11]"
1033,[6]
1034,"[6, 11]"
1035,"[5, 10]"
1038,"[5, 11]"
1039,[10]
1040,[5]
1043,"[4, 6]"
1044,"[3, 8]"
1045,"[5, 11]"
1048,[5]
1049,[2]
1050,[6]
1051,[10]
1052,"[5, 10]"
1053,"[5, 11]"
1054,[1]
1055,"[1, 2]"
1056,[2]
1057,[10]
1058,[11]
1059,"[3, 5]"
1060,[9]
1063,"[8, 10]"
1064,"[4, 5]"
1065,"[10, 11]"
1066,[11]
1067,"[10, 11]"
1068,[10]
1069,[10]
1070,[10]
1071,"[1, 2]"
1074,[8]
1075,"[4, 10]"
1076,"[2, 3]"
1077,[5]
1078,"[5, 10]"
1080,[9]
1081,[10]
1082,"[2, 9]"
1083,"[5, 10]"
1084,"[4, 10]"
1085,"[2, 3]"
1086,[5]
1087,[10]
1088,"[1, 2]"
1089,"[5, 10]"
1090,[7]
1091,[10]
1092,[9]
1093,[2]
1096,[]
1097,"[10, 11]"
1098,[9]
1099,"[10, 11]"
1100,"[5, 10]"
1101,[]
1102,"[9, 10]"
1103,"[9, 10]"
1104,"[10, 11]"
1105,"[10, 11]"
1106,[3]
1108,[4]
1109,[]
1110,[10]
1111,"[2, 4]"
1112,"[4, 10]"
1113,"[4, 8]"
1114,"[9, 10]"
1115,[2]
1116,"[4, 11]"
1117,"[4, 6]"
1118,"[5, 11]"
1119,"[5, 8]"
1120,"[6, 11]"
1121,"[10, 11]"
1122,[3]
1123,"[2, 5]"
1124,[10]
1125,"[10, 11]"
1127,[10]
1128,"[2, 5]"
1129,"[1, 2]"
1130,"[2, 11]"
1133,"[5, 10]"
1134,"[4, 5]"
1135,"[5, 10]"
1136,[1]
1138,[6]
1139,[11]
1141,"[2, 3]"
1142,"[4, 10]"
1143,"[5, 11]"
1144,"[5, 6]"
1145,[10]
1146,[11]
1147,[2]
1148,[10]
1149,[10]
1150,[3]
1151,[10]
1152,"[5, 8]"
1153,[11]
1154,[11]
1155,[10]
1156,[11]
1157,"[10, 11]"
1158,[5]
1159,[10]
1161,[10]
1162,[9]
1163,"[4, 5]"
1164,[9]
1165,"[4, 5]"
1166,[10]
1167,[10]
1168,"[8, 10]"
1169,[9]
1170,"[4, 5]"
1171,[]
1172,"[6, 9]"
1173,[4]
1174,[4]
1175,[6]
1176,[6]
1177,"[9, 10]"
1178,"[9, 10]"
1179,[10]
1180,[10]
1181,[5]
1182,[4]
1183,[11]
1184,[10]
1185,"[5, 10]"
1186,[11]
1187,"[10, 11]"
1188,[4]
1196,"[10, 11]"
1197,"[3, 6]"
1198,"[2, 3]"
1199,"[6, 10]"
1200,[10]
1202,[]
1203,[10]
1204,[6]
1205,"[4, 6]"
1206,"[2, 9]"
1207,"[4, 10]"
1208,"[2, 5]"
1209,"[4, 11]"
1210,"[6, 11]"
1211,"[5, 9]"
1212,"[2, 5]"
1213,"[6, 11]"
1214,"[2, 10]"
1215,"[2, 9]"
1216,[3]
1217,[9]
1218,"[5, 11]"
1220,[2]
1221,[]
1222,[4]
1223,"[10, 11]"
1224,"[5, 11]"
1225,"[4, 9]"
1226,"[2, 3]"
1227,"[2, 9]"
1228,"[2, 3]"
1230,[10]
1231,"[5, 10]"
1232,"[5, 10]"
1233,[3]
1234,"[4, 6]"
1235,"[10, 11]"
1236,[10]
1237,[6]
1238,"[5, 11]"
1239,"[5, 10]"
1240,[3]
1241,[4]
1242,"[5, 10]"
1243,"[5, 11]"
1244,[]
1245,"[2, 4]"
1247,[3]
1248,[11]
1249,"[5, 6]"
1250,"[4, 11]"
1251,"[3, 8]"
1252,"[4, 6]"
1253,"[3, 5, 8]"
1255,[]
1256,[10]
1257,"[8, 10]"
1258,[11]
1259,"[6, 11]"
1260,"[4, 9]"
1261,"[2, 9]"
1262,[6]
1263,"[2, 11]"
1264,"[3, 5]"
1266,"[5, 8]"
1267,[5]
1268,"[3, 5, 10]"
1269,"[4, 6]"
1270,"[4, 10]"
1271,"[7, 10]"
1272,[10]
1273,"[5, 11]"
1275,"[9, 10]"
1276,"[5, 11]"
1277,"[5, 10]"
1278,"[5, 11]"
1279,[8]
1280,"[3, 9]"
1281,[6]
1282,"[10, 11]"
1283,[10]
1284,"[2, 5]"
1285,"[2, 9]"
1287,"[10, 11]"
1288,"[4, 6]"
1289,[4]
1293,"[7, 10]"
1294,[10]
1295,"[3, 5]"
1296,[5]
1298,[]
1299,[5]
1300,[10]
1301,"[3, 9]"
1302,"[2, 4]"
1304,[10]
1305,[10]
1306,[10]
1307,"[4, 11]"
1308,[10]
1309,"[2, 3]"
1310,"[5, 9]"
1311,"[4, 5]"
1312,"[10, 11]"
1313,"[4, 7]"
1314,[10]
1315,[10]
1316,"[2, 10]"
1317,[10]
1318,"[5, 10]"
1319,"[9, 10]"
1320,"[5, 10]"
1321,[10]
1322,[10]
1323,"[6, 8]"
1325,"[2, 5]"
1328,[2]
1329,"[2, 10]"
1330,"[5, 10]"
1331,[5]
1332,"[2, 5]"
1333,"[5, 10]"
1334,"[2, 3]"
1335,[10]
1337,"[2, 5]"
1338,[5]
1339,[10]
1340,"[6, 10]"
1341,[10]
1342,"[10, 11]"
1343,"[2, 3]"
1344,[6]
1345,[10]
1346,"[6, 10]"
1347,[10]
1348,[]
1349,"[6, 10]"
1350,[4]
1351,[10]
1353,"[4, 9]"
1354,"[2, 4]"
1355,"[2, 4]"
1356,"[2, 3]"
1358,[]
1359,"[10, 11]"
1360,[2]
1362,[10]
1363,[3]
1364,"[4, 5]"
1365,"[4, 10]"
1366,"[2, 11]"
1367,"[5, 8, 9]"
1368,"[2, 4]"
1369,[2]
1370,"[4, 8]"
1371,[5]
1372,"[3, 4]"
1373,"[6, 11]"
1374,[5]
1375,[6]
1376,[10]
1380,[2]
1382,[]
1383,[6]
1384,[6]
1385,"[4, 10]"
1386,"[10, 11]"
1387,[10]
1389,"[8, 10]"
1390,[]
1391,"[2, 11]"
1393,"[10, 11]"
1394,[10]
1395,"[2, 4]"
1396,"[6, 10]"
1397,[2]
1399,"[10, 11]"
1400,[11]
1401,"[6, 11]"
1402,"[5, 11]"
1403,[11]
1405,"[10, 11]"
1409,"[4, 11]"
1410,"[5, 11]"
1411,[6]
1412,"[5, 11]"
1413,"[5, 11]"
1414,"[10, 11]"
1416,"[10, 11]"
1417,"[4, 11]"
1418,"[6, 10]"
1419,[10]
1420,"[8, 10]"
1421,"[2, 11]"
1423,[4]
1424,"[6, 10]"
1425,"[10, 11]"
1426,[10]
1427,"[2, 5]"
1428,[10]
1429,[11]
1430,[11]
1431,"[4, 10]"
1432,"[6, 10]"
1433,[11]
1434,"[5, 6]"
1435,[10]
1436,[6]
1437,[10]
1438,"[5, 11]"
1439,"[2, 5]"
1440,"[2, 3]"
1441,[2]
1443,[]
1444,"[5, 11]"
1445,"[10, 11]"
1446,[4]
1447,[9]
1448,"[2, 5]"
1449,"[9, 10]"
1450,"[4, 11]"
1451,"[6, 11]"
1452,"[5, 10]"
1453,"[2, 3]"
1454,[11]
1455,"[5, 11]"
1456,"[4, 10]"
1457,[6]
1458,"[4, 6]"
1459,"[5, 10]"
1460,"[4, 5]"
1461,"[5, 11]"
1462,[2]
1464,"[2, 9]"
1465,"[6, 11]"
1466,"[3, 4]"
1467,"[4, 6]"
1468,"[4, 5]"
1469,"[4, 11]"
1470,[10]
1471,[11]
1472,"[6, 11]"
1473,"[10, 11]"
1474,[10]
1475,"[4, 6]"
1476,"[5, 9]"
1477,"[10, 11]"
1478,[2]
1479,[5]
1480,"[2, 10]"
1481,"[3, 10]"
1482,"[6, 10]"
1483,"[6, 11]"
1484,[6]
1485,[6]
1486,[]
1487,"[8, 10]"
1488,[2]
1489,[6]
1490,[6]
1491,"[10, 11]"
1492,[6]
1494,[11]
1495,[11]
1496,"[2, 10]"
1497,"[2, 10]"
1498,[]
1499,[11]
1500,[6]
1501,"[5, 6]"
1502,"[9, 10, 11]"
1503,[4]
1504,[10]
1506,[2]
1507,[10]
1508,"[3, 5]"
1509,"[4, 5]"
1510,"[5, 6]"
1511,"[10, 11]"
1512,[2]
1513,"[6, 11]"
1514,[10]
1515,[2]
1516,[10]
1517,[8]
1520,"[2, 4]"
1521,"[5, 9]"
1522,[10]
1523,[2]
1524,"[4, 5]"
1526,[5]
1527,"[6, 10]"
1528,[4]
1529,"[2, 3]"
1532,[6]
1533,[5]
1534,[10]
1535,[5]
1536,"[7, 10]"
1538,"[6, 10]"
1539,"[5, 10]"
1540,"[6, 11]"
1542,[4]
1543,"[2, 3]"
1544,"[4, 10]"
1545,[2]
1546,[10]
1547,"[5, 11]"
1548,[5]
1549,"[7, 10]"
1550,"[2, 4]"
1551,"[2, 10]"
1552,"[2, 10]"
1553,"[6, 11]"
1554,"[2, 11]"
1555,[10]
1556,"[2, 11]"
1557,"[6, 10]"
1558,"[3, 4]"
1559,[]
1561,[4]
1562,"[4, 5]"
1563,[6]
1564,"[2, 10]"
1565,[6]
1566,"[10, 11]"
1567,"[6, 10]"
1568,[10]
1569,[4]
1570,"[6, 10]"
1571,[6]
1572,[6]
1574,"[3, 6]"
1576,[6]
1577,"[6, 10]"
1578,"[5, 10]"
1579,"[2, 11]"
1580,"[4, 10]"
1581,"[4, 10]"
1582,"[5, 6]"
1583,"[10, 11]"
1584,[5]
1585,[2]
1586,[]
1587,[5]
1588,[11]
1589,"[7, 10]"
1590,[6]
1591,"[4, 5]"
1592,"[5, 10]"
1593,"[5, 10]"
1595,[11]
1596,"[4, 11]"
1597,"[10, 11]"
1598,[10]
1599,"[10, 11]"
1600,"[6, 10]"
1601,[5]
1602,[6]
1603,"[4, 6]"
1604,"[5, 9]"
1605,[5]
1606,[10]
1607,[4]
1608,[10]
1609,"[5, 11]"
1610,"[5, 10]"
1611,"[6, 11]"
1612,"[1, 4]"
1613,[4]
1614,"[4, 10]"
1616,"[2, 4]"
1617,[10]
1618,"[10, 11]"
1619,"[3, 10]"
1620,[10]
1621,"[4, 10]"
1622,[10]
1623,"[4, 10]"
1624,"[4, 10]"
1625,[10]
1626,"[9, 10]"
1627,[11]
1628,"[2, 3]"
1629,[10]
1630,[2]
1631,"[10, 11]"
1632,"[3, 10]"
1635,[10]
1636,[10]
1637,"[10, 11]"
1638,[10]
1639,[9]
1640,"[2, 5]"
1641,"[3, 4, 11]"
1642,[7]
1643,[10]
1645,"[5, 10]"
1646,"[9, 10]"
1647,"[2, 5]"
1648,"[2, 3]"
1650,"[3, 11]"
1651,"[3, 6]"
1652,"[10, 11]"
1653,"[7, 8]"
1654,[3]
1655,[10]
1656,[2]
1657,[10]
1659,"[4, 6]"
1660,"[2, 6]"
1661,[10]
1662,[6]
1663,"[9, 10]"
1664,"[2, 11]"
1665,"[9, 10]"
1666,[10]
1667,[1]
1669,"[4, 9, 10]"
1671,[2]
1673,[2]
1674,[2]
1675,[9]
1676,"[5, 11]"
1677,[10]
1678,"[2, 3]"
1679,[10]
1680,[2]
1681,[10]
1683,[2]
1684,"[2, 3]"
1685,"[8, 10]"
1686,"[2, 5]"
1687,[5]
1688,[5]
1689,[10]
1690,"[4, 10]"
1691,[2]
1692,[10]
1693,[2]
